onset,amplitude
0.6152,2
1.0452,1
1.4252,2
1.5252,1
1.6152,1
1.9751,3
2.5192,1
2.9192,2
3.0392,1
3.2292,1
3.5892,1
4.0792,1
4.5539,7
5.6168,2
5.7468,2
6.0868,1
6.3668,2
6.5468,1
6.6968,1
7.1068,2
7.2068,1
7.5768,1
7.9609,7
8.5599,2
8.8099,1
9.0199,1
9.0799,1
9.6999,3
9.8799,1
10.1499,1
10.6299,2
10.9399,1
11.1399,1
11.3299,2
11.4499,1
11.6989,7
12.2681,1
12.5381,2
12.9481,1
13.4177,8
14.2262,1
14.3662,2
14.6262,1
14.8062,1
15.2512,2
15.9449,1
16.0049,1
16.0949,2
16.5549,1
16.9499,8
17.514,2
17.824,1
17.854,1
18.024,1
18.444,1
18.9682,5
20.0864,1
20.5164,2
20.7464,1
20.8464,1
21.2664,1
21.4864,3
21.8364,1
21.9464,2
22.5058,4
23.5195,1
23.7795,11
23.9095,2
23.9895,1
24.0695,1
24.3994,1
25.0139,4
25.5183,1
25.8083,2
26.0383,1
26.0783,1
26.1983,1
26.4483,1
27.1773,6
28.5044,2
29.1344,1
29.3144,1
29.6844,2
29.9244,1
30.0644,1
30.389,6
31.0876,2
31.4376,2
31.6776,1
31.7376,1
32.0976,1
32.2576,1
32.4776,1
33.0376,6
33.6476,1
33.7776,1
34.0276,1
34.4776,2
34.9376,1
35.3757,6
36.1194,2
36.2394,1
36.5841,6
37.0133,2
37.0733,1
37.2933,1
37.4433,2
37.6133,1
38.0533,2
38.3633,1
38.4733,1
38.5633,1
39.0728,10
39.6068,2
39.8668,2
40.0768,1
40.2668,1
40.5768,1
40.8168,2
40.9968,1
41.2563,9
41.6354,2
41.7354,1
41.9354,1
42.0654,2
42.6751,5
43.7477,2
44.0277,1
44.4077,1
44.8677,2
45.0577,1
45.1377,1
45.5326,7
45.9719,1
46.0719,2
46.4519,2
46.6919,1
47.2117,6
48.0998,1
48.3798,1
48.7598,2
49.1298,1
49.4198,2
49.7798,1
49.8098,1
50.344,5
51.1124,1
51.2324,2
51.6024,1
51.8124,1
52.4116,6
53.2299,1
53.3699,2
53.6799,5
53.8499,2
53.9999,1
54.0299,1
54.2899,1
54.4099,2
54.7999,1
55.0599,1
55.4396,8
56.4524,2
57.0473,3
57.756,1
58.196,2
58.606,1
58.646,1
59.0251,4
59.7237,1
59.8337,2
60.2337,2
60.4637,1
60.5337,1
61.2684,6
62.4211,2
62.5811,1
63.1359,4
63.585,2
63.9999,4
64.5237,2
64.7737,1
64.8437,1
65.0637,1
65.3737,2
65.5437,1
65.8435,9
67.2158,2
67.6558,2
68.0058,1
68.2358,1
68.5958,2
68.6958,1
68.7558,1
69.1758,2
69.2958,1
69.3558,1
69.6156,7
70.0498,1
70.1498,2
70.6198,1
70.9393,6
71.8082,1
72.2882,2
72.8182,1
72.9782,1
73.2482,1
73.8882,3
74.1082,1
74.2682,2
74.4082,1
74.6482,1
75.0782,1
75.6982,2
75.8582,2
76.0582,1
76.3582,1
76.5582,2
76.7082,1
77.1882,1
77.8682,2
78.311,13
79.4695,1
79.6195,1
79.7595,2
80.1195,1
80.5395,2
80.6295,1
80.7895,1
81.2195,1
81.3095,1
81.6395,1
81.7895,2
81.9895,1
82.5932,10
83.0423,2
83.3123,1
83.3923,1
83.8523,1
84.2072,2
84.7764,5
85.7046,1
85.8846,1
86.0146,1
86.3846,2
86.5446,2
86.9144,6
87.3335,1
87.7735,2
87.9935,1
88.5435,2
88.8135,1
89.3635,2
89.7835,1
89.8635,1
90.4329,3
90.9922,1
91.0822,1
91.5622,1
92.0622,2
92.1322,1
92.2022,1
92.7566,5
93.4504,1
93.5904,1
93.8004,1
94.3904,1
94.7353,2
95.5794,1
95.9494,1
96.0194,1
96.5994,2
96.7394,1
96.7994,1
97.1594,1
97.7694,1
98.2681,15
99.4311,2
