onset,amplitude
0.01,0
0.02,0
0.03,0
0.04,0
0.05,243.16
0.06,323.21
0.07,153.46
0.08,306.78
0.09,311.47
0.1,311.23
0.11,143.91
0.12,281.78
0.13,277.2
0.14,64.05
0.15,97.03
0.16,278.58
0.17,311.53
0.18,296.72
0.19,282.57
0.2,270.78
0.21,258.95
0.22,252.73
0.23,251.48
0.24,240.03
0.25,235.15
0.26,231.65
0.27,227.22
0.28,225.61
0.29,225.47
0.3,225.09
0.31,223.61
0.32,222.28
0.33,222.2
0.34,221.67
0.35,221.37
0.36,216.3
0.37,221.47
0.38,221.82
0.39,222.75
0.4,224.07
0.41,233.21
0.42,233.63
0.43,238.73
0.44,245.38
0.45,251.54
0.46,255.82
0.47,262.92
0.48,266.93
0.49,271.25
0.5,275.89
0.51,278.4
0.52,278.01
0.53,276.66
0.54,271.18
0.55,274.32
0.56,277.96
0.57,276.08
0.58,266.87
0.59,263.22
0.6,263.25
0.61,255.2
0.62,177.29
0.63,212.29
0.64,177.72
0.65,267.26
0.66,239.03
0.67,66.91
0.68,141.16
0.69,203.72
0.7,279.39
0.71,270.23
0.72,286.61
0.73,286.02
0.74,285.43
0.75,284.85
0.76,284.26
0.77,283.67
0.78,283.09
0.79,282.5
0.8,281.91
0.81,281.33
0.82,280.74
0.83,280.15
0.84,279.57
0.85,278.98
0.86,278.39
0.87,277.81
0.88,277.22
0.89,276.64
0.9,276.05
0.91,275.46
0.92,274.88
0.93,274.29
0.94,273.7
0.95,273.12
0.96,272.53
0.97,271.94
0.98,271.36
0.99,270.77
1,270.18
1.01,269.6
1.02,256.19
1.03,211.46
1.04,204.25
1.05,195.56
1.06,188.66
1.07,185.65
1.08,159.5
1.09,96.94
1.1,159.7
1.11,86.74
1.12,138.94
1.13,185.75
1.14,97.29
1.15,176.05
1.16,190.09
1.17,192.02
1.18,187.87
1.19,182.2
1.2,180.02
1.21,184.68
1.22,183.63
1.23,182.37
1.24,181.68
1.25,182.33
1.26,186.6
1.27,184.08
1.28,178.31
1.29,173.06
1.3,173.12
1.31,176.03
1.32,178.94
1.33,181.84
1.34,184.75
1.35,187.66
1.36,190.57
1.37,192.32
1.38,188.33
1.39,178.78
1.4,173.53
1.41,170.12
1.42,167.15
1.43,165.53
1.44,166.31
1.45,175.89
1.46,144.74
1.47,96.76
1.48,91.28
1.49,85.8
1.5,80.33
1.51,74.85
1.52,69.37
1.53,63.89
1.54,107.97
1.55,203.3
1.56,202.18
1.57,177.64
1.58,175.44
1.59,174.15
1.6,173.94
1.61,173.89
1.62,173.97
1.63,174.77
1.64,174.44
1.65,174.95
1.66,178.52
1.67,180.79
1.68,182.95
1.69,189.36
1.7,196.57
1.71,198.51
1.72,201.98
1.73,206.55
1.74,206.8
1.75,207.06
1.76,207.31
1.77,207.56
1.78,207.82
1.79,208.07
1.8,208.32
1.81,208.57
1.82,208.83
1.83,209.08
1.84,209.33
1.85,209.59
1.86,209.84
1.87,210.09
1.88,210.34
1.89,210.6
1.9,210.85
1.91,211.1
1.92,211.36
1.93,211.61
1.94,211.86
1.95,212.11
1.96,212.37
1.97,212.62
1.98,212.87
1.99,213.13
2,213.38
2.01,213.63
2.02,213.88
2.03,214.14
2.04,214.39
2.05,214.64
2.06,214.9
2.07,215.15
2.08,215.4
2.09,215.65
2.1,215.91
2.11,216.16
2.12,216.41
2.13,216.66
2.14,216.92
2.15,217.17
2.16,217.42
2.17,217.68
2.18,217.93
2.19,218.18
2.2,218.43
2.21,218.69
2.22,218.94
2.23,219.19
2.24,219.45
2.25,219.7
2.26,219.95
2.27,220.2
2.28,220.46
2.29,220.71
2.3,220.96
2.31,221.22
2.32,221.47
2.33,221.72
2.34,221.97
2.35,222.23
2.36,222.48
2.37,222.73
2.38,222.99
2.39,223.24
2.4,223.49
2.41,223.74
2.42,224
2.43,224.25
2.44,224.5
2.45,224.75
2.46,225.01
2.47,225.26
2.48,225.51
2.49,225.77
2.5,226.02
2.51,226.27
2.52,226.52
2.53,226.78
2.54,227.03
2.55,227.28
2.56,227.54
2.57,227.79
2.58,228.04
2.59,228.29
2.6,228.55
2.61,228.8
2.62,229.05
2.63,229.31
2.64,229.56
2.65,147.07
2.66,145.55
2.67,178.26
2.68,174.85
2.69,173.05
2.7,170.74
2.71,166.85
2.72,165.5
2.73,163.08
2.74,157.29
2.75,167.88
2.76,100.86
2.77,82.26
2.78,143.41
2.79,183.07
2.8,200.98
2.81,192.04
2.82,175.64
2.83,170
2.84,170.54
2.85,178.4
2.86,174.65
2.87,171.53
2.88,171.76
2.89,171.53
2.9,172
2.91,170.76
2.92,169.82
2.93,169.43
2.94,169.5
2.95,170.5
2.96,174.13
2.97,173.84
2.98,180.61
2.99,186.64
3,189.43
3.01,194.21
3.02,207.31
3.03,217.89
3.04,226.39
3.05,241.86
3.06,258.41
3.07,272.82
3.08,283.59
3.09,293.49
3.1,303.01
3.11,310.47
3.12,320.21
3.13,325.59
3.14,329.32
3.15,330.41
3.16,331.55
3.17,333.05
3.18,333.16
3.19,330.03
3.2,323.63
3.21,316.39
3.22,309.14
3.23,301.9
3.24,294.66
3.25,287.41
3.26,280.17
3.27,272.93
3.28,265.68
3.29,258.44
3.3,251.19
3.31,243.95
3.32,236.71
3.33,229.46
3.34,222.22
3.35,214.97
3.36,207.73
3.37,200.49
3.38,193.24
3.39,186
