onset,amplitude
0.5061,2
0.8761,1
1.2661,2
1.6461,2
1.7561,2
1.7861,2
2.4806,2
3.5292,2
3.7592,2
3.9092,2
4.2392,2
4.7092,1
4.8492,2
4.9292,3
5.2092,2
5.2692,1
5.5092,2
5.8992,2
6.1792,2
6.5792,1
6.7692,3
6.8992,2
7.1392,1
7.5492,2
8.0781,3
8.9612,2
9.4462,3
9.8604,2
10.0704,1
10.4404,1
10.6604,2
10.7804,2
11.0301,3
11.9083,2
12.3683,2
12.5483,2
12.7183,2
13.0779,3
14.6053,2
14.8753,1
15.1753,2
15.5453,2
16.2453,3
16.5253,2
16.7853,1
16.9053,2
17.1353,2
17.3253,3
18.6932,2
18.8732,1
19.1032,2
19.4132,2
20.0128,3
20.6665,2
20.9664,2
21.9754,3
22.2054,1
22.5854,3
22.8354,2
23.4854,3
24.1754,3
24.2954,1
24.5354,3
24.7254,2
25.4644,3
26.0633,2
26.2633,2
26.3533,2
26.5433,2
26.6033,2
26.9183,3
27.9674,2
28.1274,1
28.5474,2
28.8574,2
29.4574,3
30.2671,4
31.2853,2
31.5553,2
32.2253,2
33.5853,2
34.2353,3
36.4753,2
37.8091,2
39.4059,2
39.7059,2
40.0559,3
40.3906,4
42.2719,2
42.3819,2
42.6219,2
42.9219,4
44.5999,2
45.0299,2
45.0899,3
46.0899,2
46.3744,3
46.7585,3
46.8485,2
47.0385,2
47.2585,2
47.5933,2
48.1172,3
48.1872,2
48.2272,2
48.4272,2
48.4972,2
49.1819,3
49.4763,3
49.6663,2
49.7063,1
49.9863,2
50.3663,2
50.5363,2
51.1759,3
52.1139,2
52.2539,1
52.5039,2
52.7839,2
53.6786,3
54.703,2
55.133,3
55.4278,5
56.1271,2
56.2271,2
56.4471,1
57.1971,2
57.3371,3
57.5771,2
57.9171,2
57.9871,2
58.1771,2
58.5871,1
58.7871,5
58.9871,2
59.0871,2
59.1371,2
59.7071,1
59.9071,2
60.0271,3
60.1171,2
60.3671,2
60.5597,3
61.348,2
61.898,2
62.188,2
62.368,2
62.6377,2
63.9252,2
63.9852,2
64.5252,1
64.7952,2
64.9752,2
65.0252,3
65.3252,2
65.4352,2
65.6052,2
66.1052,2
66.1852,2
66.7652,2
66.9952,2
67.5052,2
67.7452,2
68.2392,2
69.0577,2
69.2277,1
69.4377,2
69.6077,2
70.0077,2
70.3077,2
70.5777,1
70.7677,2
71.1177,2
72.0677,2
72.1877,3
72.4777,2
72.7077,2
72.9777,6
73.3077,2
73.5667,5
74.1006,3
74.2806,2
74.3906,2
74.5906,1
75.0006,1
75.4855,2
76.0045,1
76.1245,3
76.3645,2
76.6445,2
77.2145,1
77.2845,2
77.3345,2
77.6743,2
78.4476,2
78.6976,1
78.8976,2
79.0276,2
79.3376,2
79.5576,2
79.8376,1
80.0076,2
80.0776,2
80.4376,2
80.5376,2
81.1822,3
81.6862,3
81.8662,2
81.8962,1
82.0262,2
82.2462,2
82.901,2
83.2004,3
83.3704,2
83.4104,1
83.5204,2
83.9004,2
83.9804,2
84.3004,2
84.7,4
85.1591,3
85.2191,2
85.2691,2
